我	ngo5
蠶眠	caam4 min4
蠶眠字	caam4 min4 zi6
蠶種	caam4 zung2
蠶箔	caam4 bok6
蠶紙	caam4 zi2
蠶絲	caam4 si1
蠶繭	caam4 gaan2
蠶繭紙	caam4 gaan2 zi2
蠶菜	caam4 coi3
蠶蔟	caam4 cuk1
蠶薄	caam4 bok6
蠶蛹	caam4 jung2
蠶蛾	caam4 ngo4
蠶蟻	caam4 ngai5
蠶農	caam4 nung4
蠶食鯨吞	caam4 sik6 king4 tan1
蠹吏	dou3 lei6
蠹國害民	dou3 gwok3 hoi6 man4
蠹害	dou3 hoi6
蠹弊	dou3 bai6
蠹政	dou3 zing3
蠹眾木折	dou3 zung3 muk6 zit3
蠹簡	dou3 gaan2
蠹蛀	dou3 zyu3
蠹蟲	dou3 cung4
蠹魚	dou3 jyu2
蠹魚子	dou3 jyu2 zi2
蠻不講理	maan4 bat1 gong2 lei5
蠻力	maan4 lik6
蠻夷	maan4 ji4
蠻子	maan4 zi2
蠻幹	maan4 gon3
蠻悍	maan4 hon6
蠻橫	maan4 waang4
蠻橫無理	maan4 waang6 mou4 lei5
蠻牛	maan4 ngau4
蠻皮	maan4 pei4
蠻纏	maan4 cin4
蠻荒	maan4 fong1
蠻邸	maan4 dai2
蠼螋	keoi4 sau1
血中毒	hyut3 zung3 duk6
血債累累	hyut3 zaai3 leoi4 leoi4
血債要用血來償	hyut3 zaai3 jiu3 jung6 hyut3 loi4 soeng4
血債要用血來還	hyut3 zaai3 jiu3 jung6 hyut3 loi4 waan4
血凝	hyut3 jing4
血凝素	hyut3 jing4 sou3
血刃	hyut3 jan6
血友病	hyut3 jau5 beng6
血口	hyut3 hau2
血口噴人	hyut3 hau2 pan3 jan4
血史	hyut3 si2
血吸蟲	hyut3 kap1 cung4
血吸蟲病	hyut3 kap1 cung4 beng6
血塊	hyut3 faai3
血塞	hyut3 sak1
血壓計	hyut3 aat3 gai3
血小板	hyut3 siu2 baan2
血尿	hyut3 niu6
血崩	hyut3 bang1
血師	hyut3 si1
血循環	hyut3 ceon4 waan4
血性	hyut3 sing3
血戰	hyut3 zin3
血拼	hyut3 ping3
血族	hyut3 zuk6
血暈	hyut3 wan4
血書	hyut3 syu1
血栓	hyut3 saan1
血栓形成	hyut3 saan1 jing4 sing4
血栓病	hyut3 saan1 beng6
血栓症	hyut3 saan1 zing3
血氧含量	hyut3 joeng5 ham4 loeng6
血氧量	hyut3 joeng5 loeng6
血汗工廠	hyut3 hon6 gung1 cong2
血污	hyut3 wu1
血沉	hyut3 cam4
血流成河	hyut3 lau4 sing4 ho4
血流漂杵	hyut3 lau4 piu1 cyu2
血流量	hyut3 lau4 loeng6
血海	hyut3 hoi2
血海深仇	hyut3 hoi2 sam1 sau4
血液凝結	hyut3 jik6 jing4 git3
血液增強劑	hyut3 jik6 zang1 koeng4 zai1
血液循環	hyut3 jik6 ceon4 waan4
血液恐怖症	hyut3 jik6 hung2 bou3 zing3
血液病	hyut3 jik6 beng6
血液透析	hyut3 jik6 tau3 sik1
血液透析機	hyut3 jik6 tau3 sik1 gei1
血淚	hyut3 leoi6
血清	hyut3 cing1
血清張力素	hyut3 cing1 zoeng1 lik6 sou3
血清素	hyut3 cing1 sou3
血漬斑斑	hyut3 zi3 baan1 baan1
血漿	hyut3 zoeng1
血球	hyut3 kau4
血田	hyut3 tin4
血瘤	hyut3 lau4
血癌	hyut3 ngaam4
血盆大口	hyut3 pun4 daai6 hau2
血祭	hyut3 zai3
血竭	hyut3 kit3
血管攝影	hyut3 gun2 sip3 jing2
血管瘤	hyut3 gun2 lau4
血管粥樣硬化	hyut3 gun2 zuk1 joeng6 ngaang6 faa3
血管造影	hyut3 gun2 zou6 jing2
血糖	hyut3 tong4
血紅素	hyut3 hung4 sou3
血紅蛋白	hyut3 hung4 daan2 baak6
血細胞	hyut3 sai3 baau1
血統論	hyut3 tung2 leon6
血肉之軀	hyut3 juk6 zi1 keoi1
血肉模糊	hyut3 juk6 mou4 wu4
血肉橫飛	hyut3 juk6 waang4 fei1
血肉相連	hyut3 juk6 soeng1 lin4
血胸	hyut3 hung1
血脂	hyut3 zi1
血腥瑪麗	hyut3 seng1 maa5 lai6
血腫	hyut3 zung2
血腸	hyut3 coeng4
血色素	hyut3 sik1 sou3
血色素沉積症	hyut3 sik1 sou3 cam4 zik1 zing3
血藍素	hyut3 laam4 sou3
血虧	hyut3 kwai1
血衣	hyut3 ji1
血衫	hyut3 saam1
血製品	hyut3 zai3 ban2
血親	hyut3 can1
血親復仇	hyut3 can1 fuk6 sau4
血證	hyut3 zing3
血象	hyut3 zoeng6
血賬	hyut3 zoeng3
血跡斑斑	hyut3 zik1 baan1 baan1
血鑽	hyut3 zyun3
血雀	hyut3 zoek3
血雉	hyut3 zi6
血雨	hyut3 jyu5
血鬱	hyut3 wat1
衆寡	zung3 gwaa2
行一步睇一步	haang4 jat1 bou6 tai2 jat1 bou6
行不從徑	hang4 bat1 cung4 ging3
行不改姓坐不改名	hang4 bat1 goi2 sing3 zo6 bat1 goi2 ming4
行不更名坐不改姓	hang4 bat1 gang1 ming4 zo6 bat1 goi2 sing3
行不由徑	hang4 bat1 jau4 ging3
行不通	haang4 bat1 tung1
行不顧言	hang4 bat1 gu3 jin4
行事曆	hang4 si6 lik6
行人天橋	hang4 jan4 tin1 kiu4
行人安全島	hang4 jan4 on1 cyun4 dou2
行人徑	hang4 jan4 ging3
行人電梯	hang4 jan4 din6 tai1
行令	hang4 ling6
行伍	hong4 ng5
行使職權	hang4 sai2 zik1 kyun4
行俠仗義	hang4 hap6 zoeng6 ji6
行兇者	hang4 hung1 ze2
行刑隊	hang4 jing4 deoi6
行列式	hong4 lit6 sik1
行動主義	hang4 dung6 zyu2 ji6
行動方案	hang4 dung6 fong1 on3
行動綱領	hang4 dung6 gong1 ling5
行動緩慢	hang4 dung6 wun6 maan6
行動藝術家	hang4 dung6 ngai6 seot6 gaa1
行動計劃	hang4 dung6 gai3 waak6
行動電話	hang4 dung6 din6 waa2
行千里路讀萬卷書	haang4 cin1 lei5 lou6 duk6 maan6 gyun2 syu1
行咇	haang4 bit1
行唐	hang4 tong4
行唐縣	hang4 tong4 jyun6
行唔埋	haang4 m4 maai4
行囊	hang4 nong4
行地方	hang4 dei6 fong1
行客	hang4 haak3
行家裡手	hang4 gaa1 leoi5 sau2
行將告罄	hang4 zoeng1 gou3 hing3
行將結束	hang4 zoeng1 git3 cuk1
行山徑	haang4 saan1 ging3
行市	hong4 si5
行床	hang4 cong4
行床	hong4 cong4
行得埋	hang4 dak1 maai4
行得正企得正	haang4 dak1 zeng3 kei5 dak1 zeng3
行得起	haang4 dak1 hei2
行房	hang4 fong4
行政公署	hang4 zing3 gung1 cyu5
行政區劃	hang4 zing3 keoi1 waak6
行政區劃圖	hang4 zing3 keoi1 waak6 tou4
行政區域	hang4 zing3 keoi1 wik6
行政區畫	hang4 zing3 keoi1 waak6
行政命令	hang4 zing3 ming6 ling6
行政員	hang4 zing3 jyun4
行政單位	hang4 zing3 daan1 wai2
行政救濟	hang4 zing3 gau3 zai3
行政法	hang4 zing3 faat3
行政管理	hang4 zing3 gun2 lei5
行政總廚	hang4 zing3 zung2 cyu4
行政署	hang4 zing3 cyu5
行政部門	hang4 zing3 bou6 mun4
行政院	hang4 zing3 jyun2
行政院長	hang4 zing3 jyun2 zoeng2
行斜路	haang4 ce4 lou2
行旅	hang4 leoi5
行星狀星雲	hang4 sing1 zong6 sing1 wan4
行星際	hang4 sing1 zai3
行時	hang4 si4
行書	hang4 syu1
行有餘力	hang4 jau5 jyu4 lik6
行李傳送帶	hang4 lei5 cyun4 sung3 daai2
行李員	hang4 lei5 jyun4
行李房	hang4 lei5 fong2
行李搬運工	hang4 lei5 bun1 wan6 gung1
行李架	hang4 lei5 gaa2
行李票	hang4 lei5 piu3
行東行西	haang4 dung1 haang4 sai1
行板	hang4 baan2
行棧	hang4 zaan6
行檔	hong4 dong3
行止	hang4 zi2
行步路打倒褪	haang4 bou6 lou6 daa2 dou2 tan3
行水	haang4 seoi2
行波管	hang4 bo1 gun2
行淫	hang4 jam4
行為主義	hang4 wai4 zyu2 ji6
行為數據	hang4 wai4 sou3 geoi3
行為準則	hang4 wai4 zeon2 zak1
行為科學	hang4 wai4 fo1 hok6
行狀	hang4 zong6
行獵	hang4 lip6
行當	hong4 dong3
行百里者半九十	hang4 baak3 lei5 ze2 bun3 gau2 sap6
行省	hang4 saang2
行禮如儀	hang4 lai5 jyu4 ji4
行程單	hang4 cing4 daan1
行竊	hang4 sit3
行篋	hang4 haap6
行署	hang4 cyu5
行義	hang4 ji6
行者	hang4 ze2
行腳	hang4 goek3
行船好過灣	haang4 syun4 hou2 gwo3 waan1
行船爭解纜	haang4 syun4 zaang1 gaai2 laam6
行花市	haang4 faa1 si5
行花街	haang4 faa1 gaai1
行草	hang4 cou2
行萬里路勝讀萬捲書	hang4 maan6 lei5 lou6 sing3 duk6 maan6 gyun2 syu1
行萬里路讀萬卷書	haang4 maan6 lei5 lou6 duk6 maan6 gyun2 syu1
行號	hong4 hou6
行蠱惑	haang4 gu2 waak6
行行出狀元	hong4 hong4 ceot1 zong6 jyun4
行街市	haang4 gaai1 si5
行語	hong4 jyu5
行距	hong4 keoi5
行跡	hang4 zik1
行路打倒褪	haang4 lou6 daa2 dou2 tan3
行車天橋	hang4 ce1 tin1 kiu4
行軍床	hang4 gwan1 cong4
行軍禮	hang4 gwan1 lai5
行軍路線	hang4 gwan1 lou6 sin3
行輩	hong4 bui3
行進	hang4 zeon3
行進擋	hang4 zeon3 dong3
行運一條龍	hang4 wan6 jat1 tiu4 lung4
行運一條龍失運一條蟲	hang4 wan6 jat1 tiu4 lung4 sat1 wan6 jat1 tiu4 cung4
行銷	hang4 siu1
行銷訴求	hang4 siu1 sou3 kau4
行長	hong4 zoeng2
行開行埋	haang4 hoi1 haang4 maai4
行雲流水	hang4 wan4 lau4 seoi2
行青	haang4 ceng1
行騙	hang4 pin3
行體	hang4 tai2
衍	jin5
衍伸	jin5 san1
衍化	jin5 faa3
衍射	jin5 se6
衍射格子	jin5 se6 gaak3 zi2
衍射角	jin5 se6 gok3
衍生物	jin5 sang1 mat6
衍生產品	jin5 sang1 caan2 ban2
衍聖公	jin5 sing3 gung1
衍聖公府	jin5 sing3 gung1 fu2
衍聲複詞	jin5 sing1 fuk1 ci4
衍變	jin5 bin3
衎	hon3
術士	seot6 si6
術赤	seot6 cik3
衕埋	tung4 maai4
街井	gaai1 zeng2
街區	gaai1 keoi1
街坊四鄰	gaai1 fong1 sei3 leon4
街坊大姐	gaai1 fong1 daai6 ze2
街坊鄰里	gaai1 fong1 leon4 lei5
街外人	gaai1 ngoi6 jan4
街巷	gaai1 hong6
街市仔	gaai1 si5 zai2
街斗	gaai1 dau3
街旁	gaai1 pong4
街景	gaai1 ging2
街段	gaai1 dyun6
街渡	gaai1 dou6
街症	gaai1 zing3
街知巷聞	gaai1 zi1 hong6 man4
街線	gaai1 sin3
街舞	gaai1 mou5
街角	gaai1 gok3
街談巷議	gaai1 taam4 hong6 ji5
街路	gaai1 lou6
街道辦事處	gaai1 dou6 baan6 si6 cyu3
街頭服	gaai1 tau4 fuk6
街頭霸王	gaai1 tau4 baa3 wong4
衙內	ngaa4 noi6
衙役	ngaa4 jik6
衙署	ngaa4 cyu5
衛冕	wai6 min5
衛報	wai6 bou3
衛士	wai6 si6
衛奕信	wai6 jik6 seon3
衛尉	wai6 wai3
衛戍	wai6 syu3
衛斯理	wai6 si1 lei5
衛星圖	wai6 sing1 tou4
衛星圖像	wai6 sing1 tou4 zoeng6
衛星城	wai6 sing1 sing4
衛星定位系統	wai6 sing1 ding6 wai2 hai6 tung2
衛星導航	wai6 sing1 dou6 hong4
衛星導航系統	wai6 sing1 dou6 hong4 hai6 tung2
衛星通信	wai6 sing1 tung1 seon3
衛星電視	wai6 sing1 din6 si6
衛東	wai6 dung1
衛東區	wai6 dung1 keoi1
衛校	wai6 haau6
衛氏朝鮮	wai6 si6 ciu4 sin1
衛浴	wai6 juk6
衛滿朝鮮	wai6 mun5 ciu4 sin1
衛濱	wai6 ban1
衛濱區	wai6 ban1 keoi1
衛理公會	wai6 lei5 gung1 wui2
衛生丸	wai6 sang1 jyun2
衛生套	wai6 sang1 tou3
衛生官員	wai6 sang1 gun1 jyun4
衛生局	wai6 sang1 guk6
衛生廳	wai6 sang1 teng1
衛生條件	wai6 sang1 tiu4 gin2
衛生棉	wai6 sang1 min4
衛生棉條	wai6 sang1 min4 tiu2
衛生球	wai6 sang1 kau4
衛生用紙	wai6 sang1 jung6 zi2
衛生紙	wai6 sang1 zi2
衛生署	wai6 sang1 cyu5
衛生設備	wai6 sang1 cit3 bei6
衛生部	wai6 sang1 bou6
衛生間	wai6 sang1 gaan1
衛生防疫	wai6 sang1 fong4 jik6
衛生陶瓷	wai6 sang1 tou4 ci4
衛生麻雀	wai6 sang1 maa4 zoek2
衛留成	wai6 lau4 sing4
衛艦	wai6 laam6
衛衣	wai6 ji1
衛視	wai6 si6
衛護	wai6 wu6
衛輝	wai6 fai1
衛輝市	wai6 fai1 si5
衛道	wai6 dou6
衛道士	wai6 dou6 si6
衛隊	wai6 deoi2
衝上雲霄	cung1 soeng5 wan4 siu1
衝力	cung1 lik6
衝勁	cung1 ging6
衝嚮	cung1 hoeng3
衝垮	cung1 kwaa1
衝打	cung1 daa2
衝擊力	cung1 gik1 lik6
衝擊波	cung1 gik1 bo1
衝擊鑽	cung1 gik1 zyun3
衝斷層	cung1 dyun6 cang4
衝昏頭腦	cung1 fan1 tau4 nou5
衝殺	cung1 saat3
衝決	cung1 kyut3
衝浪	cung1 long6
衝浪板	cung1 long6 baan2
衝浪者	cung1 long6 ze2
衝燈	cung1 dang1
衝線	cung1 sin3
衝要	cung1 jiu3
衝鋒槍	cung1 fung1 coeng1
衞冕	wai6 min5
衞星	wai6 sing1
衡南	hang4 naam4
衡南縣	hang4 naam4 jyun6
衡器	hang4 hei3
衡山	hang4 saan1
衡山縣	hang4 saan1 jyun6
衡平	hang4 ping4
衡情酌理	hang4 cing4 zoek3 lei5
衡晒	hang4 saai3
衡東	hang4 dung1
衡東縣	hang4 dung1 jyun6
衡水	hang4 seoi2
衡水地區	hang4 seoi2 dei6 keoi1
衡水市	hang4 seoi2 si5
衡酌	hang4 zoek3
衡量制	hang4 loeng6 zai3
衡陽	hang4 joeng4
衡陽地區	hang4 joeng4 dei6 keoi1
衡陽市	hang4 joeng4 si5
衡陽縣	hang4 joeng4 jyun6
衢州	keoi4 zau1
衢州市	keoi4 zau1 si5
衣不蔽體	ji1 bat1 bai3 tai2
衣兜	ji1 dau1
衣冠冢	ji1 gun1 cung2
衣冠楚楚	ji1 gun1 co2 co2
衣冠禽獸	ji1 gun1 kam4 sau3
衣原菌	ji1 jyun4 kwan2
衣原體	ji1 jyun4 tai2
衣單食薄	ji1 daan1 sik6 bok6
衣夾	ji1 gaap2
衣子	ji1 zi2
衣字邊	ji1 zi6 bin1
衣履	ji1 lei5
衣帶	ji1 daai2
衣服縫邊	ji1 fuk6 fung4 bin1
衣櫥	ji1 cyu4
衣物櫃	ji1 mat6 gwai6
衣甲	ji1 gaap3
衣索比亞	ji1 sok3 bei2 aa3
衣缽	ji1 but3
衣衫	ji1 saam1
衣衾	ji1 kam1
衣袋	ji1 doi2
衣裙	ji1 kwan4
衣裳鈎兒	ji1 soeng4 ngau1 ji4
衣襟	ji1 kam1
衣鉤	ji1 ngau1
衣鉤兒	ji1 ngau1 ji4
衣錦榮歸	ji1 gam2 wing4 gwai1
衣食無虞	ji1 sik6 mou4 jyu4
衣食父母	ji1 sik6 fu6 mou5
衣飾	ji1 sik1
衣魚	ji1 jyu2
表位	biu2 wai6
表冊	biu2 caak3
表功	biu2 gung1
表單	biu2 daan1
表土	biu2 tou2
表報	biu2 bou3
表姊	biu2 zi2
表姊妹	biu2 zi2 mui6
表姐妹	biu2 ze2 mui6
表姪	biu2 zat6
表姪女	biu2 zat6 neoi5
表字	biu2 zi6
表少	biu2 siu3
表尺	biu2 cek3
表層	biu2 cang4
表帶	biu1 daai2
表彰	biu2 zoeng1
表徵	biu2 zing1
表意文字	biu2 ji3 man4 zi6
表意符階段	biu2 ji3 fu4 gaai1 dyun6
表決權	biu2 kyut3 kyun4
表溫	biu2 wan1
表演藝術	biu2 jin2 ngai6 seot6
表演賽	biu2 jin2 coi3
表演過火	biu2 jin2 gwo3 fo2
表率	biu2 seot1
表現主義	biu2 jin6 zyu2 ji6
表現力	biu2 jin6 lik6
表現型	biu2 jin6 jing4
表皮剝脫素	biu2 pei4 mok1 tyut3 sou3
表盤	biu1 pun2
表示層	biu2 si6 cang4
表章	biu2 zoeng1
表裡	biu2 leoi5
表裡不一	biu2 leoi5 bat1 jat1
表裡如一	biu2 leoi5 jyu4 jat1
表觀	biu2 gun1
表觀遺傳學	biu2 gun1 wai4 cyun4 hok6
表記	biu2 gei3
表語	biu2 jyu5
表達失語症	biu2 daat6 sat1 jyu5 zing3
表達式	biu2 daat6 sik1
表面化	biu2 min6 faa3
表面外膜	biu2 min6 ngoi6 mok2
表面張力	biu2 min6 zoeng1 lik6
表面文章	biu2 min6 man4 zoeng1
表面活化劑	biu2 min6 wut6 faa3 zai1
表面活性劑	biu2 min6 wut6 sing3 zai1
表面現象	biu2 min6 jin6 zoeng6
衩	caa3
衫刷	saam1 caat3
衫尾	saam1 mei5
衫架	saam1 gaa2
衫櫃	saam1 gwai6
衫腳	saam1 goek3
衫裏	saam1 lei5
衫裙	saam1 kwan4
衫裡	saam1 lei5
衫鈕	saam1 nau2
衰之以屬	seoi1 zi1 ji5 suk6
衰俾人睇	seoi1 bei2 jan4 tai2
衰公	seoi1 gung1
衰名	seoi1 meng2
衰多口	seoi1 do1 hau2
衰朽	seoi1 nau2
衰減	seoi1 gaam2
衰牌	seoi1 paai2
衰衰噉	seoi1 seoi1 gam2
衰變	seoi1 bin3
衰變曲線	seoi1 bin3 kuk1 sin3
衰變熱	seoi1 bin3 jit6
衰變鏈	seoi1 bin3 lin2
衰退期	seoi1 teoi3 kei4
衰過偷貓	seoi1 gwo3 tau1 maau1
衰頹	seoi1 teoi4
衰鬼嘢	seoi1 gwai2 je5
衷情	cung1 cing4
衷腸	cung1 coeng4
衹	zi2
袁世凱	jyun4 sai3 hoi2
袁于令	jyun4 jyu1 ling6
袁宏道	jyun4 wang4 dou6
袁州	jyun4 zau1
袁州區	jyun4 zau1 keoi1
袁彌明	jyun4 nei4 ming4
袁枚	jyun4 mui4
袁桷	jyun4 gok3
袁紹	jyun4 siu6
袁詠儀	jyun4 wing6 ji4
袁靜	jyun4 zing6
袁頭	jyun4 tau4
袈裟	gaa1 saa1
袋子	doi2 zi2
袋子包	doi6 zi2 baau1
袋熊	doi6 hung4
袋狼	doi6 long4
袋袋平安	doi6 doi6 ping4 on1
袋錶	doi2 biu1
袍子	pou4 zi2
袍澤	pou4 zaak6
袒免	taan2 min5
袒庇	taan2 bei3
袒縛	taan2 bok3
袒胸	taan2 hung1
袒胸露臂	taan2 hung1 lou6 bei3
袒膊	taan2 bok3
袒衣	taan2 ji1
袒裼	taan2 sik3
袒裼裸裎	taan2 sik3 lo2 cing4
袒露	taan2 lou6
袖口鈕	zau6 hau2 nau2
袖套	zau6 tou3
袖子	zau6 zi2
袖扣	zau6 kau3
袖標	zau6 biu1
袖珍人	zau6 zan1 jan4
袖珍本	zau6 zan1 bun2
袖珍辭典	zau6 zan1 ci4 din2
袖珍音響	zau6 zan1 jam1 hoeng2
袖章	zau6 zoeng1
袖筒	zau6 tung2
袖筒兒	zau6 tung2 ji4
袖箍	zau6 ku1
袖管	zau6 gun2
袖箭	zau6 zin3
袪	keoi1
被上訴人	bei6 soeng6 sou3 jan4
被侵害	bei6 cam1 hoi6
被保人	bei6 bou2 jan4
被優化掉	bei6 jau1 faa3 diu6
被剝削者	bei6 mok1 soek3 ze2
被加數	bei6 gaa1 sou3
被動免疫	bei6 dung6 min5 jik6
被動吸煙	bei6 dung6 kap1 jin1
被告人	bei6 gou3 jan4
被和諧	bei6 wo4 haai4
被單	pei5 daan1
被套	pei5 tou3
被子	pei5 zi2
被子植物	pei5 zi2 zik6 mat6
被子植物門	pei5 zi2 zik6 mat6 mun4
被害人	bei6 hoi6 jan4
被害者	bei6 hoi6 ze2
被毛	pei5 mou4
被沒收	bei6 mut6 sau1
被爆者	bei6 baau3 ze2
被疑者	bei6 ji4 ze2
被窩兒	pei5 wo1 ji4
被綁	bei6 bong2
被臥	pei5 ngo6
被自殺	bei6 zi6 saat3
被袋	pei5 doi2
被褥	pei5 juk2
被訪者	bei6 fong2 ze2
被譯	bei6 jik6
被鋪	bei6 pou1
被除數	bei6 ceoi4 sou3
被面	bei6 min2 
袴子	fu3 zi2
袷襖	gaap3 ou3
袺	git3
袼褙	gok3 bui3
裁並	coi4 bing6
裁兵	coi4 bing1
裁切	coi4 cit3
裁判員	coi4 pun3 jyun4
裁判所	coi4 pun3 so2
裁判法院	coi4 pun3 faat3 jyun2
裁剪	coi4 zin2
裁奪	coi4 dyut6
裁度	coi4 dok6
裁撤	coi4 cit3
裁斷	coi4 dyun3
裁汰	coi4 taai3
裁減軍備	coi4 gaam2 gwan1 bei6
裁答	coi4 daap3
裁紙機	coi4 zi2 gei1
裁縫店	coi4 fung2 dim3
裁處	coi4 cyu2
裁製	coi4 zai3
裁軍	coi4 gwan1
裁革	coi4 gaak3
裂化	lit6 faa3
裂殖	lit6 zik6
裂殖菌	lit6 zik6 kwan2
裂殖菌綱	lit6 zik6 kwan2 gong1
裂片	lit6 pin3
裂璺	lit6 man6
裂紋	lit6 man4
裂罅	lit6 laa3
裂腦人	lit6 nou5 jan4
裂解	lit6 gaai2
裂變	lit6 bin3
裂變同位素	lit6 bin3 tung4 wai2 sou3
裂變材料	lit6 bin3 coi4 liu2
裂變武器	lit6 bin3 mou5 hei3
裂變炸彈	lit6 bin3 zaa3 daan2
裂變產物	lit6 bin3 caan2 mat6
裂變碎片	lit6 bin3 seoi3 pin2
裂谷	lit6 guk1
裂谷熱病毒	lit6 guk1 jit6 beng6 duk6
裂隙	lit6 kwik1
裂體吸蟲	lit6 tai2 kap1 cung4
裉	kang3
裊	niu5
裊娜	niu5 no5
裊裊	niu5 niu5
裊裊婷婷	niu5 niu5 ting4 ting4
裋	syu6
裏便	lei5 bin6
裏海	lei5 hoi2
裒多益寡	pau4 do1 jik1 gwaa2
裒斂	pau4 lim5
裒斂無厭	pau4 lim5 mou4 jim3
裒輯	pau4 cap1
裔胄	jeoi6 zau6
裕仁	jyu6 jan4
裕固	jyu6 gu3
裕固族	jyu6 gu3 zuk6
裕如	jyu6 jyu4
裕安	jyu6 on1
裕安區	jyu6 on1 keoi1
裕民	jyu6 man4
裕民縣	jyu6 man4 jyun6
裕華	jyu6 waa4
裕華區	jyu6 waa4 keoi1
裘馨氏肌肉萎縮症	kau4 hing1 si6 gei1 juk6 wai2 suk1 zing3
裙帶風	kwan4 daai3 fung1
裙擺	kwan4 baai2
裙腳仔	kwan4 goek3 zai2
裙腳妹	kwan4 goek3 mui1
裙褂	kwan4 gwaa3
裙褲	kwan4 fu3
補丁	bou2 ding1
補偏救弊	bou2 pin1 gau3 bai6
補償費	bou2 soeng4 fai3
補償貿易	bou2 soeng4 mau6 jik6
補充品	bou2 cung1 ban2
補充醫療	bou2 cung1 ji1 liu4
補充量	bou2 cung1 loeng6
補助組織	bou2 zo6 zou2 zik1
補助費	bou2 zo6 fai3
補卡	bou2 kaat1
補回	bou2 wui4
補報	bou2 bou3
補子	bou2 zi2
補服	bou2 fuk6
補法	bou2 faat3
補液	bou2 jik6
補滿	bou2 mun5
補瀉	bou2 se3
補爐	bou2 lou4
補登	bou2 dang1
補登機	bou2 dang1 gei1
補發	bou2 faat3
補白	bou2 baak6
補益	bou2 jik1
補眠	bou2 min4
補碼	bou2 maa5
補票	bou2 piu3
補票處	bou2 piu3 cyu3
補稅	bou2 seoi3
補種	bou2 zung3
補給品	bou2 kap1 ban2
補給站	bou2 kap1 zaam6
補給船	bou2 kap1 syun4
補給艦	bou2 kap1 laam6
補綴	bou2 zeoi3
補缺	bou2 kyut3
補缺拾遺	bou2 kyut3 sap6 wai4
補胎	bou2 toi1
補胎片	bou2 toi1 pin2
補色	bou2 sik1
補苗	bou2 miu4
補處	bou2 cyu2
補血	bou2 hyut3
補裰	bou2 zyut3
補角	bou2 gok3
補貨	bou2 fo3
補足物	bou2 zuk1 mat6
補足音程	bou2 zuk1 jam1 cing4
補足額	bou2 zuk1 ngaak2
補過	bou2 gwo3
補遺	bou2 wai4
補釘	bou2 deng1
補闕	bou2 kyut3
補闕拾遺	bou2 kyut3 sap6 wai4
補集	bou2 zaap6
補電	bou2 din6
補靪	bou2 ding1
補養	bou2 joeng5
補體	bou2 tai2
裝佯	zong1 joeng4
裝假狗	zong1 gaa2 gau2
裝傻	zong1 so4
裝卸工	zong1 se3 gung1
裝可愛	zong1 ho2 oi3
裝嫩	zong1 nyun6
裝屄	zong1 bei1
裝幀	zong1 zing3
裝料	zong1 liu2
裝有	zong1 jau5
裝模作樣	zong1 mou4 zok3 joeng6
裝機	zong1 gei1
裝殮	zong1 lim6
裝洋蒜	zong1 joeng4 syun3
裝璜	zong1 wong4
裝甲	zong1 gaap3
裝甲兵	zong1 gaap3 bing1
裝甲車	zong1 gaap3 ce1
裝甲車輛	zong1 gaap3 ce1 loeng2
裝病	zong1 beng6
裝瘋賣傻	zong1 fung1 maai6 so4
裝神弄鬼	zong1 san4 lung6 gwai2
裝窮叫苦	zong1 kung4 giu3 fu2
裝置物	zong1 zi3 mat6
裝聾作啞	zong1 lung4 zok3 aa2
裝船	zong1 syun4
裝萌	zong1 mang4
裝蒜	zong1 syun3
裝袋	zong1 doi2
裝裹	zong1 gwo2
裝訂	zong1 ding3
裝貨	zong1 fo3
裝逼	zong1 bik1
裝運	zong1 wan6
裝配	zong1 pui3
裝配員	zong1 pui3 jyun4
裝配工廠	zong1 pui3 gung1 cong2
裝配線	zong1 pui3 sin3
裝門面	zong1 mun4 min6
裝飾品	zong1 sik1 ban2
裝飾物	zong1 sik1 mat6
裝飾音	zong1 sik1 jam1
裝點	zong1 dim2
裝點門面	zong1 dim2 mun4 min6
裝Ｂ	zong1 Ｂ
裡出外進	leoi5 ceot1 ngoi6 zeon3
裡勾外連	leoi5 ngau1 ngoi6 lin4
裡外	leoi5 ngoi6
裡外裡	leoi5 ngoi6 leoi5
裡子	leoi5 zi2
裡帶	leoi5 daai2
裡底	leoi5 dai2
裡應外合	leoi5 jing3 ngoi6 hap6
裡手	leoi5 sau2
裡海	leoi5 hoi2
裡海地鴉	leoi5 hoi2 dei6 aa1
裡脊	leoi5 zek3
裡裡外外	leoi5 leoi5 ngoi6 ngoi6
裡邊	leoi5 bin1
裡邊兒	leoi5 bin1 ji4
裨補	pei4 bou2
裱	biu2
裱糊	biu2 wu4
裱背	biu2 bui3
裱花袋	biu2 faa1 doi2
裱褙	biu2 bui3
裳	soeng4
裴回	pui4 wui4
裴濟	pui4 zai3
裸像	lo2 zoeng6
裸地化	lo2 dei6 faa3
裸奔	lo2 ban1
裸婚	lo2 fan1
裸子植物	lo2 zi2 zik6 mat6
裸子植物門	lo2 zi2 zik6 mat6 mun4
裸官	lo2 gun1
裸岩	lo2 ngaam4
裸戲	lo2 hei3
裸替	lo2 tai3
裸模	lo2 mou4
裸機	lo2 gei1
裸眼	lo2 ngaan5
裸袒	lo2 taan2
裸裎	lo2 cing4
裸辭	lo2 ci4
裸露狂	lo2 lou6 kwong4
裸體主義	lo2 tai2 zyu2 ji6
裸體主義者	lo2 tai2 zyu2 ji6 ze2
